# Epoch, Batch Size, MSE
25.0,4.0,0.40321028232574500
25.0,4.0,0.35843876004219100
25.0,4.0,0.36534130573272700
10.0,2048.0,0.34954312443733200
10.0,2048.0,0.34706205129623400
10.0,2048.0,0.34784552454948400
10.0,64.0,0.35012274980545000
10.0,64.0,0.3705609440803530
10.0,64.0,0.3714584410190580
10.0,32.0,0.35383346676826500
10.0,32.0,0.38406994938850400
10.0,32.0,0.40328171849250800
25.0,12.0,0.37240391969680800
25.0,12.0,0.36847254633903500
25.0,12.0,0.3710768520832060
