# Epoch, Batch Size, MSE
100.0,16.0,0.3698351979255680
100.0,16.0,0.3795943260192870
100.0,16.0,0.3713688552379610
50.0,12.0,0.3826068341732030
50.0,12.0,0.38279518485069300
50.0,12.0,0.3680603802204130
100.0,2048.0,0.3626496195793150
100.0,2048.0,0.3644283711910250
100.0,2048.0,0.363494336605072
100.0,256.0,0.36798322200775100
100.0,256.0,0.3716839849948880
100.0,256.0,0.36722254753112800
100.0,1024.0,0.36875230073928800
100.0,1024.0,0.3676294982433320
100.0,1024.0,0.36718398332595800
