Date,Slot,Load,Temperature,Humidity
01032019,14,2530,0,0
01032019,15,2573,0,0
01032019,16,2566,0,0
01032019,17,2502,0,0
01032019,18,2532,0,0
01032019,19,2532,0,0
01032019,20,2404,0,0
01032019,21,2213,0,0
01032019,22,2051,0,0
01032019,23,1887,0,0
02032019,0,1729,0,0
02032019,1,1607,0,0
02032019,2,1531,0,0
02032019,3,1491,0,0
02032019,4,1499,0,0
02032019,5,1610,0,0
02032019,6,1744,0,0
02032019,7,1900,0,0
02032019,8,2157,0,0
02032019,9,2413,0,0
02032019,10,2592,0,0
02032019,11,2650,0,0
02032019,12,2604,0,0
02032019,13,2486,0,0
02032019,14,2500,0,0
02032019,15,2505,0,0
02032019,16,2493,0,0
02032019,17,2452,0,0
02032019,18,2471,0,0
02032019,19,2517,0,0
02032019,20,2403,0,0
02032019,21,2257,0,0
02032019,22,2112,0,0
02032019,23,1967,0,0
03032019,0,1813,0,0
03032019,1,1673,0,0
03032019,2,1592,0,0
03032019,3,1543,0,0
03032019,4,1553,0,0
03032019,5,1613,0,0
03032019,6,1689,0,0
03032019,7,1774,0,0
03032019,8,1909,0,0
03032019,9,2061,0,0
03032019,10,2148,0,0
03032019,11,2165,0,0
03032019,12,2130,0,0
03032019,13,2034,0,0
03032019,14,1965,0,0
03032019,15,1936,0,0
03032019,16,1918,0,0
03032019,17,1936,0,0
03032019,18,2009,0,0
03032019,19,2131,0,0
03032019,20,2140,0,0
03032019,21,2085,0,0
03032019,22,1991,0,0
03032019,23,1884,0,0
04032019,0,1754,0,0
04032019,1,1632,0,0
04032019,2,1559,0,0
04032019,3,1516,0,0
04032019,4,1521,0,0
04032019,5,1637,0,0
04032019,6,1772,0,0
04032019,7,1956,0,0
04032019,8,2233,0,0
04032019,9,2492,0,0
04032019,10,2662,0,0
04032019,11,2677,0,0
04032019,12,2601,0,0
04032019,13,2441,0,0
04032019,14,2442,0,0
04032019,15,2437,0,0
04032019,16,2441,0,0
04032019,17,2410,0,0
04032019,18,2422,0,0
04032019,19,2461,0,0
04032019,20,2376,0,0
04032019,21,2232,0,0
04032019,22,2098,0,0
04032019,23,1938,0,0
05032019,0,1786,0,0
05032019,1,1673,0,0
05032019,2,1589,0,0
05032019,3,1543,0,0
05032019,4,1570,0,0
05032019,5,1683,0,0
05032019,6,1894,0,0
05032019,7,2083,0,0
05032019,8,2366,0,0
05032019,9,2619,0,0
05032019,10,2790,0,0
05032019,11,2829,0,0
05032019,12,2766,0,0
05032019,13,2618,0,0
05032019,14,2618,0,0
05032019,15,2637,0,0
05032019,16,2645,0,0
05032019,17,2611,0,0
05032019,18,2568,0,0
05032019,19,2582,0,0
05032019,20,2453,0,0
05032019,21,2290,0,0
05032019,22,2134,0,0
05032019,23,1971,0,0
07032019,0,1741,0,0
07032019,1,1617,0,0
07032019,2,1548,0,0
07032019,3,1500,0,0
07032019,4,1521,0,0
07032019,5,1640,0,0
07032019,6,1844,0,0
07032019,7,2044,0,0
07032019,8,2325,0,0
07032019,9,2572,0,0
07032019,10,2728,0,0
07032019,11,2772,0,0
07032019,12,2721,0,0
07032019,13,2614,0,0
07032019,14,2627,0,0
07032019,15,2637,0,0
07032019,16,2614,0,0
07032019,17,2570,0,0
07032019,18,2539,0,0
07032019,19,2566,0,0
07032019,20,2443,0,0
07032019,21,2250,0,0
07032019,22,2098,0,0
07032019,23,1937,0,0
08032019,0,1779,0,0
08032019,1,1647,0,0
08032019,2,1567,0,0
08032019,3,1527,0,0
08032019,4,1529,0,0
08032019,5,1666,0,0
08032019,6,1866,0,0
08032019,7,2051,0,0
08032019,8,2320,0,0
08032019,9,2593,0,0
08032019,10,2767,0,0
08032019,11,2836,0,0
08032019,12,2812,0,0
08032019,13,2658,0,0
08032019,14,2670,0,0
08032019,15,2684,0,0
08032019,16,2667,0,0
08032019,17,2615,0,0
08032019,18,2579,0,0
08032019,19,2603,0,0
08032019,20,2447,0,0
08032019,21,2269,0,0
08032019,22,2097,0,0
08032019,23,1949,0,0
09032019,0,1789,0,0
09032019,1,1657,0,0
09032019,2,1579,0,0
09032019,3,1546,0,0
09032019,4,1553,0,0
09032019,5,1657,0,0
09032019,6,1791,0,0
09032019,7,1903,0,0
09032019,8,2148,0,0
09032019,9,2384,0,0
09032019,10,2582,0,0
09032019,11,2649,0,0
09032019,12,2597,0,0
09032019,13,2451,0,0
09032019,14,2463,0,0
09032019,15,2473,0,0
09032019,16,2455,0,0
09032019,17,2417,0,0
09032019,18,2444,0,0
09032019,19,2489,0,0
09032019,20,2391,0,0
09032019,21,2251,0,0
09032019,22,2105,0,0
09032019,23,1965,0,0
10032019,0,1824,0,0
10032019,1,1703,0,0
10032019,2,1615,0,0
10032019,3,1570,0,0
10032019,4,1568,0,0
10032019,5,1642,0,0
10032019,6,1695,0,0
10032019,7,1775,0,0
10032019,8,1915,0,0
10032019,9,2036,0,0
10032019,10,2148,0,0
10032019,11,2190,0,0
10032019,12,2160,0,0
10032019,13,2073,0,0
10032019,14,2012,0,0
10032019,15,1998,0,0
10032019,16,1984,0,0
10032019,17,1979,0,0
10032019,18,2059,0,0
10032019,19,2237,0,0
10032019,20,2175,0,0
10032019,21,2125,0,0
10032019,22,2026,0,0
10032019,23,1909,0,0
11032019,0,1792,0,0
11032019,1,1664,0,0
11032019,2,1594,0,0
11032019,3,1573,0,0
11032019,4,1581,0,0
11032019,5,1690,0,0
11032019,6,1899,0,0
11032019,7,2108,0,0
11032019,8,2447,0,0
11032019,9,2677,0,0
11032019,10,2833,0,0
11032019,11,2897,0,0
11032019,12,2857,0,0
11032019,13,2718,0,0
11032019,14,2707,0,0
11032019,15,2719,0,0
11032019,16,2705,0,0
11032019,17,2641,0,0
11032019,18,2582,0,0
11032019,19,2600,0,0
11032019,20,2430,0,0
11032019,21,2309,0,0
11032019,22,2172,0,0
11032019,23,2017,0,0
12032019,0,1862,0,0
12032019,1,1734,0,0
12032019,2,1651,0,0
12032019,3,1591,0,0
12032019,4,1607,0,0
12032019,5,1741,0,0
12032019,6,1938,0,0
12032019,7,2125,0,0
12032019,8,2412,0,0
12032019,9,2676,0,0
12032019,10,2866,0,0
12032019,11,2924,0,0
12032019,12,2856,0,0
12032019,13,2693,0,0
12032019,14,2714,0,0
12032019,15,2741,0,0
12032019,16,2757,0,0
12032019,17,2700,0,0
12032019,18,2643,0,0
12032019,19,2636,0,0
12032019,20,2495,0,0
12032019,21,2365,0,0
12032019,22,2163,0,0
12032019,23,2073,0,0
13032019,0,1863,0,0
13032019,1,1727,0,0
13032019,2,1648,0,0
13032019,3,1599,0,0
13032019,4,1604,0,0
13032019,5,1726,0,0
13032019,6,1919,0,0
13032019,7,2125,0,0
13032019,8,2384,0,0
13032019,9,2657,0,0
13032019,10,2834,0,0
13032019,11,2882,0,0
13032019,12,2832,0,0
13032019,13,2681,0,0
13032019,14,2690,0,0
13032019,15,2714,0,0
13032019,16,2672,0,0
13032019,17,2641,0,0
13032019,18,2609,0,0
13032019,19,2620,0,0
13032019,20,2486,0,0
13032019,21,2313,0,0
13032019,22,2162,0,0
13032019,23,2015,0,0
14032019,0,1837,0,0
14032019,1,1703,0,0
14032019,2,1625,0,0
14032019,3,1574,0,0
14032019,4,1588,0,0
14032019,5,1711,0,0
14032019,6,1911,0,0
14032019,7,2095,0,0
14032019,8,2368,0,0
14032019,9,2630,0,0
14032019,10,2799,0,0
14032019,11,2830,0,0
14032019,12,2764,0,0
14032019,13,2667,0,0
14032019,14,2688,0,0
14032019,15,2706,0,0
14032019,16,2678,0,0
14032019,17,2625,0,0
14032019,18,2581,0,0
14032019,19,2589,0,0
14032019,20,2448,0,0
14032019,21,2276,0,0
14032019,22,2124,0,0
14032019,23,1975,0,0
15032019,0,1821,0,0
15032019,1,1694,0,0
15032019,2,1607,0,0
15032019,3,1570,0,0
15032019,4,1585,0,0
15032019,5,1694,0,0
15032019,6,1883,0,0
15032019,7,2077,0,0
15032019,8,2357,0,0
15032019,9,2619,0,0
15032019,10,2789,0,0
15032019,11,2848,0,0
15032019,12,2811,0,0
15032019,13,2674,0,0
15032019,14,2709,0,0
15032019,15,2720,0,0
15032019,16,2699,0,0
15032019,17,2656,0,0
15032019,18,2612,0,0
15032019,19,2624,0,0
15032019,20,2493,0,0
15032019,21,2316,0,0
15032019,22,2165,0,0
15032019,23,2024,0,0
16032019,0,1859,0,0
16032019,1,1718,0,0
16032019,2,1636,0,0
16032019,3,1588,0,0
16032019,4,1585,0,0
16032019,5,1680,0,0
16032019,6,1808,0,0
16032019,7,1947,0,0
16032019,8,2196,0,0
16032019,9,2477,0,0
16032019,10,2683,0,0
16032019,11,2736,0,0
16032019,12,2706,0,0
16032019,13,2566,0,0
16032019,14,2577,0,0
16032019,15,2578,0,0
16032019,16,2546,0,0
16032019,17,2504,0,0
16032019,18,2494,0,0
16032019,19,2544,0,0
16032019,20,2454,0,0
16032019,21,2310,0,0
16032019,22,2145,0,0
16032019,23,2020,0,0
17032019,0,1881,0,0
17032019,1,1755,0,0
17032019,2,1673,0,0
17032019,3,1620,0,0
17032019,4,1597,0,0
17032019,5,1660,0,0
17032019,6,1729,0,0
17032019,7,1804,0,0
17032019,8,1908,0,0
17032019,9,2050,0,0
17032019,10,2154,0,0
17032019,11,2176,0,0
17032019,12,2176,0,0
17032019,13,2105,0,0
17032019,14,2067,0,0
17032019,15,2048,0,0
17032019,16,2031,0,0
17032019,17,2039,0,0
17032019,18,2101,0,0
17032019,19,2239,0,0
17032019,20,2206,0,0
17032019,21,2150,0,0
17032019,22,2061,0,0
17032019,23,1975,0,0
18032019,0,1846,0,0
18032019,1,1716,0,0
18032019,2,1637,0,0
18032019,3,1593,0,0
18032019,4,1586,0,0
18032019,5,1702,0,0
18032019,6,1870,0,0
18032019,7,2063,0,0
18032019,8,2379,0,0
18032019,9,2659,0,0
18032019,10,2859,0,0
18032019,11,2938,0,0
18032019,12,2914,0,0
18032019,13,2791,0,0
18032019,14,2809,0,0
18032019,15,2832,0,0
18032019,16,2826,0,0
18032019,17,2770,0,0
18032019,18,2706,0,0
18032019,19,2694,0,0
18032019,20,2543,0,0
18032019,21,2364,0,0
18032019,22,2234,0,0
18032019,23,2109,0,0
19032019,0,1952,0,0
19032019,1,1804,0,0
19032019,2,1707,0,0
19032019,3,1648,0,0
19032019,4,1653,0,0
19032019,5,1773,0,0
19032019,6,1934,0,0
19032019,7,2124,0,0
19032019,8,2408,0,0
19032019,9,2703,0,0
19032019,10,2913,0,0
19032019,11,2984,0,0
19032019,12,2906,0,0
19032019,13,2847,0,0
19032019,14,2867,0,0
19032019,15,2783,0,0
19032019,16,2861,0,0
19032019,17,2775,0,0
19032019,18,2772,0,0
19032019,19,2691,0,0
19032019,20,2571,0,0
19032019,21,2414,0,0
19032019,22,2281,0,0
19032019,23,2143,0,0
20032019,0,1981,0,0
20032019,1,1834,0,0
20032019,2,1742,0,0
20032019,3,1694,0,0
20032019,4,1673,0,0
20032019,5,1799,0,0
20032019,6,1968,0,0
20032019,7,2143,0,0
20032019,8,2426,0,0
20032019,9,2733,0,0
20032019,10,2924,0,0
20032019,11,2992,0,0
20032019,12,2941,0,0
20032019,13,2776,0,0
20032019,14,2813,0,0
20032019,15,2821,0,0
20032019,16,2795,0,0
20032019,17,2713,0,0
20032019,18,2624,0,0
20032019,19,2634,0,0
20032019,20,2503,0,0
20032019,21,2339,0,0
20032019,22,2222,0,0
20032019,23,2113,0,0
21032019,0,1992,0,0
21032019,1,1834,0,0
21032019,2,1745,0,0
21032019,3,1683,0,0
21032019,4,1682,0,0
21032019,5,1735,0,0
21032019,6,1762,0,0
21032019,7,1782,0,0
21032019,8,1842,0,0
21032019,9,1873,0,0
21032019,10,1889,0,0
21032019,11,1907,0,0
21032019,12,1980,0,0
21032019,13,1967,0,0
21032019,14,1897,0,0
21032019,15,1880,0,0
21032019,16,1893,0,0
21032019,17,1914,0,0
21032019,18,1979,0,0
21032019,19,2111,0,0
21032019,20,2120,0,0
21032019,21,2086,0,0
21032019,22,2053,0,0
21032019,23,1963,0,0
22032019,0,1844,0,0
22032019,1,1720,0,0
22032019,2,1633,0,0
22032019,3,1585,0,0
22032019,4,1588,0,0
22032019,5,1698,0,0
22032019,6,1847,0,0
22032019,7,2029,0,0
22032019,8,2327,0,0
22032019,9,2635,0,0
22032019,10,2838,0,0
22032019,11,2913,0,0
22032019,12,2876,0,0
22032019,13,2730,0,0
22032019,14,2751,0,0
22032019,15,2789,0,0
22032019,16,2785,0,0
22032019,17,2734,0,0
22032019,18,2661,0,0
22032019,19,2670,0,0
22032019,20,2537,0,0
22032019,21,2365,0,0
22032019,22,2230,0,0
22032019,23,2110,0,0
23032019,0,1942,0,0
23032019,1,1804,0,0
23032019,2,1721,0,0
23032019,3,1670,0,0
23032019,4,1658,0,0
23032019,5,1743,0,0
23032019,6,1835,0,0
23032019,7,1938,0,0
23032019,8,2154,0,0
23032019,9,2436,0,0
23032019,10,2661,0,0
23032019,11,2741,0,0
23032019,12,2713,0,0
23032019,13,2587,0,0
23032019,14,2620,0,0
23032019,15,2618,0,0
23032019,16,2616,0,0
23032019,17,2548,0,0
23032019,18,2530,0,0
23032019,19,2638,0,0
23032019,20,2531,0,0
23032019,21,2450,0,0
23032019,22,2313,0,0
23032019,23,2151,0,0
24032019,0,2034,0,0
24032019,1,1904,0,0
24032019,2,1819,0,0
24032019,3,1755,0,0
24032019,4,1741,0,0
24032019,5,1795,0,0
24032019,6,1825,0,0
24032019,7,1875,0,0
24032019,8,2001,0,0
24032019,9,2152,0,0
24032019,10,2246,0,0
24032019,11,2269,0,0
24032019,12,2266,0,0
24032019,13,2254,0,0
24032019,14,2268,0,0
24032019,15,2240,0,0
24032019,16,2212,0,0
24032019,17,2191,0,0
24032019,18,2221,0,0
24032019,19,2356,0,0
24032019,20,2381,0,0
24032019,21,2374,0,0
24032019,22,2339,0,0
24032019,23,2301,0,0
25032019,0,2143,0,0
25032019,1,1985,0,0
25032019,2,1882,0,0
25032019,3,1818,0,0
25032019,4,1807,0,0
25032019,5,1895,0,0
25032019,6,2048,0,0
25032019,7,2216,0,0
25032019,8,2526,0,0
25032019,9,2852,0,0
25032019,10,3089,0,0
25032019,11,3206,0,0
25032019,12,3207,0,0
25032019,13,3068,0,0
25032019,14,3129,0,0
25032019,15,3159,0,0
25032019,16,3127,0,0
25032019,17,3011,0,0
25032019,18,2921,0,0
25032019,19,2902,0,0
25032019,20,2750,0,0
25032019,21,2598,0,0
25032019,22,2536,0,0
25032019,23,2481,0,0
26032019,0,2336,0,0
26032019,1,2163,0,0
26032019,2,2037,0,0
26032019,3,1955,0,0
26032019,4,1939,0,0
26032019,5,2020,0,0
26032019,6,2153,0,0
26032019,7,2329,0,0
26032019,8,2641,0,0
26032019,9,2973,0,0
26032019,10,3227,0,0
26032019,11,3299,0,0
26032019,12,3267,0,0
26032019,13,3189,0,0
26032019,14,3248,0,0
26032019,15,3262,0,0
26032019,16,3214,0,0
26032019,17,3115,0,0
26032019,18,2963,0,0
26032019,19,2939,0,0
26032019,20,2803,0,0
26032019,21,2675,0,0
26032019,22,2649,0,0
26032019,23,2629,0,0
27032019,0,2475,0,0
27032019,1,2296,0,0
27032019,2,2152,0,0
27032019,3,2062,0,0
27032019,4,2029,0,0
27032019,5,2097,0,0
27032019,6,2205,0,0
27032019,7,2336,0,0
27032019,8,2635,0,0
27032019,9,2977,0,0
27032019,10,3224,0,0
27032019,11,3334,0,0
27032019,12,3304,0,0
27032019,13,3192,0,0
27032019,14,3228,0,0
27032019,15,3253,0,0
27032019,16,3225,0,0
27032019,17,3123,0,0
27032019,18,3007,0,0
27032019,19,2994,0,0
27032019,20,2861,0,0
27032019,21,2734,0,0
27032019,22,2689,0,0
27032019,23,2646,0,0
28032019,0,2492,0,0
28032019,1,2285,0,0
28032019,2,2138,0,0
28032019,3,2037,0,0
28032019,4,1996,0,0
28032019,5,2042,0,0
28032019,6,2151,0,0
28032019,7,2271,0,0
28032019,8,2586,0,0
28032019,9,2917,0,0
28032019,10,3153,0,0
28032019,11,3256,0,0
28032019,12,3218,0,0
28032019,13,3099,0,0
28032019,14,3128,0,0
28032019,15,3153,0,0
28032019,16,3106,0,0
28032019,17,3030,0,0
28032019,18,2930,0,0
28032019,19,2932,0,0
28032019,20,2824,0,0
28032019,21,2689,0,0
28032019,22,2656,0,0
28032019,23,2628,0,0
29032019,0,2473,0,0
29032019,1,2256,0,0
29032019,2,2115,0,0
29032019,3,2019,0,0
29032019,4,1978,0,0
29032019,5,2045,0,0
29032019,6,2159,0,0
29032019,7,2311,0,0
29032019,8,2589,0,0
29032019,9,2915,0,0
29032019,10,3169,0,0
29032019,11,3295,0,0
29032019,12,3267,0,0
29032019,13,3134,0,0
29032019,14,3183,0,0
29032019,15,3223,0,0
29032019,16,3193,0,0
29032019,17,3108,0,0
29032019,18,2970,0,0
29032019,19,2963,0,0
29032019,20,2827,0,0
29032019,21,2697,0,0
29032019,22,2640,0,0
29032019,23,2614,0,0
30032019,0,2496,0,0
30032019,1,2293,0,0
30032019,2,2147,0,0
30032019,3,2049,0,0
30032019,4,1993,0,0
30032019,5,2053,0,0
30032019,6,2112,0,0
30032019,7,2193,0,0
30032019,8,2424,0,0
30032019,9,2736,0,0
30032019,10,3013,0,0
30032019,11,3123,0,0
30032019,12,3113,0,0
30032019,13,2975,0,0
30032019,14,3008,0,0
30032019,15,3033,0,0
30032019,16,2992,0,0
30032019,17,2916,0,0
30032019,18,2858,0,0
30032019,19,2885,0,0
30032019,20,2771,0,0
30032019,21,2640,0,0
30032019,22,2572,0,0
30032019,23,2549,0,0
31032019,0,2441,0,0
31032019,1,2286,0,0
31032019,2,2143,0,0
31032019,3,2042,0,0
31032019,4,2008,0,0
31032019,5,2021,0,0
31032019,6,2021,0,0
31032019,7,2044,0,0
31032019,8,2142,0,0
31032019,9,2276,0,0
31032019,10,2406,0,0
31032019,11,2474,0,0
31032019,12,2489,0,0
31032019,13,2423,0,0
31032019,14,2424,0,0
31032019,15,2416,0,0
31032019,16,2376,0,0
31032019,17,2337,0,0
31032019,18,2321,0,0
31032019,19,2448,0,0
31032019,20,2451,0,0
31032019,21,2436,0,0
31032019,22,2455,0,0
31032019,23,2471,0,0
01042019,0,2354,0,0
01042019,1,2174,0,0
01042019,2,2025,0,0
01042019,3,1937,0,0
01042019,4,1902,0,0
01042019,5,1976,0,0
01042019,6,2093,0,0
01042019,7,2243,0,0
01042019,8,2515,0,0
01042019,9,2832,0,0
01042019,10,3076,0,0
01042019,11,3182,0,0
01042019,12,3161,0,0
01042019,13,3023,0,0
01042019,14,3047,0,0
01042019,15,3073,0,0
01042019,16,3028,0,0
01042019,17,2939,0,0
01042019,18,2821,0,0
01042019,19,2805,0,0
01042019,20,2694,0,0
01042019,21,2584,0,0
01042019,22,2530,0,0
01042019,23,2495,0,0
02042019,0,2332,0,0
02042019,1,2146,0,0
02042019,2,1996,0,0
02042019,3,1903,0,0
02042019,4,1875,0,0
02042019,5,1964,0,0
02042019,6,2078,0,0
02042019,7,2229,0,0
02042019,8,2507,0,0
02042019,9,2827,0,0
02042019,10,3069,0,0
02042019,11,3149,0,0
02042019,12,3107,0,0
02042019,13,2991,0,0
02042019,14,3048,0,0
02042019,15,3089,0,0
02042019,16,3083,0,0
02042019,17,3015,0,0
02042019,18,2911,0,0
02042019,19,2911,0,0
02042019,20,2808,0,0
02042019,21,2660,0,0
02042019,22,2604,0,0
02042019,23,2561,0,0
03042019,0,2373,0,0
03042019,1,2188,0,0
03042019,2,2059,0,0
03042019,3,1955,0,0
03042019,4,1934,0,0
03042019,5,2024,0,0
03042019,6,2129,0,0
03042019,7,2268,0,0
03042019,8,2539,0,0
03042019,9,2872,0,0
03042019,10,3151,0,0
03042019,11,3258,0,0
03042019,12,3268,0,0
03042019,13,3128,0,0
03042019,14,3084,0,0
03042019,15,3166,0,0
03042019,16,3140,0,0
03042019,17,3068,0,0
03042019,18,2962,0,0
03042019,19,2965,0,0
03042019,20,2874,0,0
03042019,21,2756,0,0
03042019,22,2699,0,0
03042019,23,2661,0,0
04042019,0,2498,0,0
04042019,1,2271,0,0
04042019,2,2125,0,0
04042019,3,2008,0,0
04042019,4,1977,0,0
04042019,5,2044,0,0
04042019,6,2156,0,0
04042019,7,2300,0,0
04042019,8,2597,0,0
04042019,9,2937,0,0
04042019,10,3194,0,0
04042019,11,3285,0,0
04042019,12,3269,0,0
04042019,13,3147,0,0
04042019,14,3191,0,0
04042019,15,3224,0,0
04042019,16,3199,0,0
04042019,17,3114,0,0
04042019,18,2980,0,0
04042019,19,2963,0,0
04042019,20,2830,0,0
04042019,21,2716,0,0
04042019,22,2673,0,0
04042019,23,2646,0,0
05042019,0,2489,0,0
05042019,1,2269,0,0
05042019,2,2117,0,0
05042019,3,2029,0,0
05042019,4,1993,0,0
05042019,5,2075,0,0
05042019,6,2166,0,0
05042019,7,2310,0,0
05042019,8,2609,0,0
05042019,9,2954,0,0
05042019,10,3210,0,0
05042019,11,3310,0,0
05042019,12,3284,0,0
05042019,13,3148,0,0
05042019,14,3222,0,0
05042019,15,3254,0,0
05042019,16,3171,0,0
05042019,17,3056,0,0
05042019,18,2914,0,0
05042019,19,2924,0,0
05042019,20,2817,0,0
05042019,21,2691,0,0
05042019,22,2651,0,0
05042019,23,2617,0,0
06042019,0,2493,0,0
06042019,1,2284,0,0
06042019,2,2127,0,0
06042019,3,2024,0,0
06042019,4,1966,0,0
06042019,5,2019,0,0
06042019,6,2048,0,0
06042019,7,2089,0,0
06042019,8,2230,0,0
06042019,9,2453,0,0
06042019,10,2634,0,0
06042019,11,2704,0,0
06042019,12,2721,0,0
06042019,13,2581,0,0
06042019,14,2615,0,0
06042019,15,2616,0,0
06042019,16,2598,0,0
06042019,17,2572,0,0
06042019,18,2527,0,0
06042019,19,2641,0,0
06042019,20,2550,0,0
06042019,21,2456,0,0
06042019,22,2412,0,0
06042019,23,2384,0,0
07042019,0,2397,0,0
07042019,1,2241,0,0
07042019,2,2098,0,0
07042019,3,1986,0,0
07042019,4,1950,0,0
07042019,5,1965,0,0
07042019,6,1956,0,0
07042019,7,1954,0,0
07042019,8,2028,0,0
07042019,9,2112,0,0
07042019,10,2218,0,0
07042019,11,2311,0,0
07042019,12,2377,0,0
07042019,13,2367,0,0
07042019,14,2354,0,0
07042019,15,2332,0,0
07042019,16,2292,0,0
07042019,17,2300,0,0
07042019,18,2437,0,0
07042019,19,2474,0,0
07042019,20,2473,0,0
07042019,21,2486,0,0
07042019,22,2548,0,0
07042019,23,2515,0,0
08042019,0,2477,0,0
08042019,1,2260,0,0
08042019,2,2099,0,0
08042019,3,2017,0,0
08042019,4,1981,0,0
08042019,5,2049,0,0
08042019,6,2148,0,0
08042019,7,2280,0,0
08042019,8,2591,0,0
08042019,9,2923,0,0
08042019,10,3201,0,0
08042019,11,3308,0,0
08042019,12,3286,0,0
08042019,13,3168,0,0
08042019,14,3237,0,0
08042019,15,3265,0,0
08042019,16,3184,0,0
08042019,17,3079,0,0
08042019,18,2946,0,0
08042019,19,2974,0,0
08042019,20,2856,0,0
08042019,21,2751,0,0
08042019,22,2715,0,0
08042019,23,2692,0,0
09042019,0,2493,0,0
09042019,1,2275,0,0
09042019,2,2115,0,0
09042019,3,2033,0,0
09042019,4,1996,0,0
09042019,5,2065,0,0
09042019,6,2164,0,0
09042019,7,2296,0,0
09042019,8,2607,0,0
09042019,9,2939,0,0
09042019,10,3217,0,0
09042019,11,3304,0,0
09042019,12,3248,0,0
09042019,13,3122,0,0
09042019,14,3163,0,0
09042019,15,3181,0,0
09042019,16,3170,0,0
09042019,17,3067,0,0
09042019,18,2951,0,0
09042019,19,2945,0,0
09042019,20,2848,0,0
09042019,21,2705,0,0
09042019,22,2688,0,0
09042019,23,2655,0,0
10042019,0,2514,0,0
10042019,1,2294,0,0
10042019,2,2151,0,0
10042019,3,2038,0,0
10042019,4,1996,0,0
10042019,5,2064,0,0
10042019,6,2151,0,0
10042019,7,2284,0,0
10042019,8,2586,0,0
10042019,9,2908,0,0
10042019,10,3158,0,0
10042019,11,3243,0,0
10042019,12,3221,0,0
10042019,13,3133,0,0
10042019,14,3153,0,0
10042019,15,3263,0,0
10042019,16,3209,0,0
10042019,17,3103,0,0
10042019,18,2975,0,0
10042019,19,2953,0,0
10042019,20,2834,0,0
10042019,21,2727,0,0
10042019,22,2704,0,0
10042019,23,2703,0,0
11042019,0,2592,0,0
11042019,1,2365,0,0
11042019,2,2200,0,0
11042019,3,2073,0,0
11042019,4,2031,0,0
11042019,5,2069,0,0
11042019,6,2142,0,0
11042019,7,2282,0,0
11042019,8,2575,0,0
11042019,9,2920,0,0
11042019,10,3170,0,0
11042019,11,3272,0,0
11042019,12,3284,0,0
11042019,13,3190,0,0
11042019,14,3259,0,0
11042019,15,3312,0,0
11042019,16,3256,0,0
11042019,17,3130,0,0
11042019,18,2978,0,0
11042019,19,2968,0,0
11042019,20,2866,0,0
11042019,21,2762,0,0
11042019,22,2765,0,0
11042019,23,2750,0,0
12042019,0,2610,0,0
12042019,1,2372,0,0
12042019,2,2210,0,0
12042019,3,2094,0,0
12042019,4,2043,0,0
12042019,5,2096,0,0
12042019,6,2165,0,0
12042019,7,2326,0,0
12042019,8,2630,0,0
12042019,9,2981,0,0
12042019,10,3240,0,0
12042019,11,3366,0,0
12042019,12,3338,0,0
12042019,13,3214,0,0
12042019,14,3299,0,0
12042019,15,3345,0,0
12042019,16,3301,0,0
12042019,17,3186,0,0
12042019,18,3044,0,0
12042019,19,3006,0,0
12042019,20,2887,0,0
12042019,21,2774,0,0
12042019,22,2753,0,0
12042019,23,2741,0,0
13042019,0,2608,0,0
13042019,1,2390,0,0
13042019,2,2236,0,0
13042019,3,2114,0,0
13042019,4,2048,0,0
13042019,5,2073,0,0
13042019,6,2075,0,0
13042019,7,2134,0,0
13042019,8,2311,0,0
13042019,9,2593,0,0
13042019,10,2823,0,0
13042019,11,2940,0,0
13042019,12,2954,0,0
13042019,13,2904,0,0
13042019,14,3014,0,0
13042019,15,3082,0,0
13042019,16,3017,0,0
13042019,17,2889,0,0
13042019,18,2787,0,0
13042019,19,2829,0,0
13042019,20,2798,0,0
13042019,21,2735,0,0
13042019,22,2715,0,0
13042019,23,2756,0,0
14042019,0,2682,0,0
14042019,1,2498,0,0
14042019,2,2399,0,0
14042019,3,2198,0,0
14042019,4,2127,0,0
14042019,5,2097,0,0
14042019,6,2076,0,0
14042019,7,2107,0,0
14042019,8,2117,0,0
14042019,9,2213,0,0
14042019,10,2355,0,0
14042019,11,2458,0,0
14042019,12,2489,0,0
14042019,13,2473,0,0
14042019,14,2493,0,0
14042019,15,2510,0,0
14042019,16,2464,0,0
14042019,17,2396,0,0
14042019,18,2377,0,0
14042019,19,2524,0,0
14042019,20,2537,0,0
14042019,21,2604,0,0
14042019,22,2682,0,0
14042019,23,2750,0,0
15042019,0,2654,0,0
15042019,1,2479,0,0
15042019,2,2312,0,0
15042019,3,2189,0,0
15042019,4,2125,0,0
15042019,5,2126,0,0
15042019,6,2167,0,0
15042019,7,2310,0,0
15042019,8,2614,0,0
15042019,9,2965,0,0
15042019,10,3222,0,0
15042019,11,3356,0,0
15042019,12,3368,0,0
15042019,13,3293,0,0
15042019,14,3359,0,0
15042019,15,3381,0,0
15042019,16,3328,0,0
15042019,17,3213,0,0
15042019,18,3050,0,0
15042019,19,3037,0,0
15042019,20,2894,0,0
15042019,21,2930,0,0
15042019,22,2909,0,0
15042019,23,2808,0,0
16042019,0,2756,0,0
16042019,1,2537,0,0
16042019,2,2353,0,0
16042019,3,2232,0,0
16042019,4,2168,0,0
16042019,5,2203,0,0
16042019,6,2240,0,0
16042019,7,2381,0,0
16042019,8,2690,0,0
