Date,Slot,Load,Temperature,Humidity
21022018,21,2454,0,0
21022018,22,2215,0,0
21022018,23,2158,0,0
22022018,0,1916,0,0
22022018,1,1768,0,0
22022018,2,1683,0,0
22022018,3,1625,0,0
22022018,4,1628,0,0
22022018,5,1722,0,0
22022018,6,1846,0,0
22022018,7,2104,0,0
22022018,8,2360,0,0
22022018,9,2664,0,0
22022018,10,2857,0,0
22022018,11,2914,0,0
22022018,12,2887,0,0
22022018,13,2779,0,0
22022018,14,2806,0,0
22022018,15,2838,0,0
22022018,16,2829,0,0
22022018,17,2774,0,0
22022018,18,2717,0,0
22022018,19,2721,0,0
22022018,20,2576,0,0
22022018,21,2392,0,0
22022018,22,2240,0,0
22022018,23,2112,0,0
23022018,0,1950,0,0
23022018,1,1796,0,0
23022018,2,1704,0,0
23022018,3,1648,0,0
23022018,4,1649,0,0
23022018,5,1777,0,0
23022018,6,1958,0,0
23022018,7,2143,0,0
23022018,8,2413,0,0
23022018,9,2730,0,0
23022018,10,2956,0,0
23022018,11,2993,0,0
23022018,12,2950,0,0
23022018,13,2827,0,0
23022018,14,2839,0,0
23022018,15,2835,0,0
23022018,16,2830,0,0
23022018,17,2771,0,0
23022018,18,2705,0,0
23022018,19,2697,0,0
23022018,20,2565,0,0
23022018,21,2370,0,0
23022018,22,2212,0,0
23022018,23,2086,0,0
24022018,0,1913,0,0
24022018,1,1764,0,0
24022018,2,1671,0,0
24022018,3,1618,0,0
24022018,4,1608,0,0
24022018,5,1721,0,0
24022018,6,1835,0,0
24022018,7,1970,0,0
24022018,8,2171,0,0
24022018,9,2452,0,0
24022018,10,2642,0,0
24022018,11,2703,0,0
24022018,12,2692,0,0
24022018,13,2558,0,0
24022018,14,2582,0,0
24022018,15,2605,0,0
24022018,16,2573,0,0
24022018,17,2533,0,0
24022018,18,2575,0,0
24022018,19,2634,0,0
24022018,20,2515,0,0
24022018,21,2409,0,0
24022018,22,2235,0,0
24022018,23,2130,0,0
25022018,0,2014,0,0
25022018,1,1859,0,0
25022018,2,1752,0,0
25022018,3,1678,0,0
25022018,4,1666,0,0
25022018,5,1720,0,0
25022018,6,1773,0,0
25022018,7,1824,0,0
25022018,8,1945,0,0
25022018,9,2075,0,0
25022018,10,2204,0,0
25022018,11,2219,0,0
25022018,12,2224,0,0
25022018,13,2168,0,0
25022018,14,2139,0,0
25022018,15,2099,0,0
25022018,16,2082,0,0
25022018,17,2080,0,0
25022018,18,2152,0,0
25022018,19,2258,0,0
25022018,20,2284,0,0
25022018,21,2229,0,0
25022018,22,2234,0,0
25022018,23,2162,0,0
26022018,0,2041,0,0
26022018,1,1870,0,0
26022018,2,1761,0,0
26022018,3,1705,0,0
26022018,4,1691,0,0
26022018,5,1795,0,0
26022018,6,1980,0,0
26022018,7,2148,0,0
26022018,8,2443,0,0
26022018,9,2745,0,0
26022018,10,2973,0,0
26022018,11,3042,0,0
26022018,12,3000,0,0
26022018,13,2881,0,0
26022018,14,2905,0,0
26022018,15,2913,0,0
26022018,16,2896,0,0
26022018,17,2818,0,0
26022018,18,2723,0,0
26022018,19,2752,0,0
26022018,20,2617,0,0
26022018,21,2433,0,0
26022018,22,2336,0,0
26022018,23,2240,0,0
27022018,0,2074,0,0
27022018,1,1917,0,0
27022018,2,1802,0,0
27022018,3,1728,0,0
27022018,4,1725,0,0
27022018,5,1842,0,0
27022018,6,2008,0,0
27022018,7,2165,0,0
27022018,8,2436,0,0
27022018,9,2726,0,0
27022018,10,2948,0,0
27022018,11,3019,0,0
27022018,12,3002,0,0
27022018,13,2917,0,0
27022018,14,2992,0,0
27022018,15,3011,0,0
27022018,16,2985,0,0
27022018,17,2920,0,0
27022018,18,2828,0,0
27022018,19,2817,0,0
27022018,20,2650,0,0
27022018,21,2502,0,0
27022018,22,2383,0,0
27022018,23,2320,0,0
28022018,0,2163,0,0
28022018,1,1971,0,0
28022018,2,1856,0,0
28022018,3,1775,0,0
28022018,4,1759,0,0
28022018,5,1880,0,0
28022018,6,2037,0,0
28022018,7,2186,0,0
28022018,8,2448,0,0
28022018,9,2758,0,0
28022018,10,2954,0,0
28022018,11,3075,0,0
28022018,12,3059,0,0
28022018,13,2957,0,0
28022018,14,3007,0,0
28022018,15,3028,0,0
28022018,16,3001,0,0
28022018,17,2935,0,0
28022018,18,2864,0,0
28022018,19,2867,0,0
28022018,20,2709,0,0
28022018,21,2545,0,0
28022018,22,2477,0,0
28022018,23,2372,0,0
01032018,0,2170,0,0
01032018,1,1976,0,0
01032018,2,1862,0,0
01032018,3,1781,0,0
01032018,4,1766,0,0
01032018,5,1887,0,0
01032018,6,2044,0,0
01032018,7,2193,0,0
01032018,8,2455,0,0
01032018,9,2748,0,0
01032018,10,2963,0,0
01032018,11,3036,0,0
01032018,12,3026,0,0
01032018,13,2911,0,0
01032018,14,2964,0,0
01032018,15,3005,0,0
01032018,16,3000,0,0
01032018,17,2909,0,0
01032018,18,2779,0,0
01032018,19,2764,0,0
01032018,20,2662,0,0
01032018,21,2484,0,0
01032018,22,2413,0,0
01032018,23,2366,0,0
02032018,0,2214,0,0
02032018,1,2051,0,0
02032018,2,1922,0,0
02032018,3,1844,0,0
02032018,4,1821,0,0
02032018,5,1880,0,0
02032018,6,1896,0,0
02032018,7,1891,0,0
02032018,8,1909,0,0
02032018,9,1930,0,0
02032018,10,1957,0,0
02032018,11,2006,0,0
02032018,12,2105,0,0
02032018,13,2087,0,0
02032018,14,2052,0,0
02032018,15,2047,0,0
02032018,16,2044,0,0
02032018,17,2016,0,0
02032018,18,2101,0,0
02032018,19,2242,0,0
02032018,20,2252,0,0
02032018,21,2243,0,0
02032018,22,2205,0,0
02032018,23,2215,0,0
03032018,0,2126,0,0
03032018,1,1974,0,0
03032018,2,1862,0,0
03032018,3,1771,0,0
03032018,4,1752,0,0
03032018,5,1828,0,0
03032018,6,1928,0,0
03032018,7,2033,0,0
03032018,8,2268,0,0
03032018,9,2605,0,0
03032018,10,2855,0,0
03032018,11,2938,0,0
03032018,12,2878,0,0
03032018,13,2763,0,0
03032018,14,2780,0,0
03032018,15,2788,0,0
03032018,16,2731,0,0
03032018,17,2646,0,0
03032018,18,2609,0,0
03032018,19,2653,0,0
03032018,20,2568,0,0
03032018,21,2428,0,0
03032018,22,2345,0,0
03032018,23,2324,0,0
04032018,0,2252,0,0
04032018,1,2104,0,0
04032018,2,1978,0,0
04032018,3,1876,0,0
04032018,4,1842,0,0
04032018,5,1897,0,0
04032018,6,1927,0,0
04032018,7,1957,0,0
04032018,8,2032,0,0
04032018,9,2191,0,0
04032018,10,2303,0,0
04032018,11,2333,0,0
04032018,12,2313,0,0
04032018,13,2257,0,0
04032018,14,2240,0,0
04032018,15,2200,0,0
04032018,16,2161,0,0
04032018,17,2123,0,0
04032018,18,2159,0,0
04032018,19,2294,0,0
04032018,20,2286,0,0
04032018,21,2230,0,0
04032018,22,2172,0,0
04032018,23,2218,0,0
05032018,0,2133,0,0
05032018,1,1969,0,0
05032018,2,1854,0,0
05032018,3,1779,0,0
05032018,4,1761,0,0
05032018,5,1867,0,0
05032018,6,2020,0,0
05032018,7,2178,0,0
05032018,8,2460,0,0
05032018,9,2757,0,0
05032018,10,2967,0,0
05032018,11,3049,0,0
05032018,12,3001,0,0
05032018,13,2891,0,0
05032018,14,2946,0,0
05032018,15,2968,0,0
05032018,16,2959,0,0
05032018,17,2877,0,0
05032018,18,2798,0,0
05032018,19,2798,0,0
05032018,20,2693,0,0
05032018,21,2456,0,0
05032018,22,2379,0,0
05032018,23,2268,0,0
06032018,0,2142,0,0
06032018,1,1981,0,0
06032018,2,1868,0,0
06032018,3,1774,0,0
06032018,4,1778,0,0
06032018,5,1879,0,0
06032018,6,2043,0,0
06032018,7,2201,0,0
06032018,8,2483,0,0
06032018,9,2790,0,0
06032018,10,2996,0,0
06032018,11,3082,0,0
06032018,12,3050,0,0
06032018,13,2957,0,0
06032018,14,3010,0,0
06032018,15,3031,0,0
06032018,16,3002,0,0
06032018,17,2922,0,0
06032018,18,2840,0,0
06032018,19,2837,0,0
06032018,20,2684,0,0
06032018,21,2516,0,0
06032018,22,2423,0,0
06032018,23,2357,0,0
07032018,0,2216,0,0
07032018,1,2038,0,0
07032018,2,1926,0,0
07032018,3,1855,0,0
07032018,4,1826,0,0
07032018,5,1863,0,0
07032018,6,2088,0,0
07032018,7,2233,0,0
07032018,8,2525,0,0
07032018,9,2833,0,0
07032018,10,3038,0,0
07032018,11,3123,0,0
07032018,12,3085,0,0
07032018,13,2966,0,0
07032018,14,3001,0,0
07032018,15,2992,0,0
07032018,16,2962,0,0
07032018,17,2889,0,0
07032018,18,2831,0,0
07032018,19,2824,0,0
07032018,20,2694,0,0
07032018,21,2546,0,0
07032018,22,2467,0,0
07032018,23,2396,0,0
08032018,0,2216,0,0
08032018,1,2034,0,0
08032018,2,1900,0,0
08032018,3,1819,0,0
08032018,4,1797,0,0
08032018,5,1888,0,0
08032018,6,2016,0,0
08032018,7,2178,0,0
08032018,8,2455,0,0
08032018,9,2779,0,0
08032018,10,2979,0,0
08032018,11,3058,0,0
08032018,12,3031,0,0
08032018,13,2921,0,0
08032018,14,2960,0,0
08032018,15,2963,0,0
08032018,16,2935,0,0
08032018,17,2866,0,0
08032018,18,2744,0,0
08032018,19,2748,0,0
08032018,20,2641,0,0
08032018,21,2472,0,0
08032018,22,2383,0,0
08032018,23,2285,0,0
09032018,0,2109,0,0
09032018,1,1939,0,0
09032018,2,1826,0,0
09032018,3,1737,0,0
09032018,4,1723,0,0
09032018,5,1840,0,0
09032018,6,1970,0,0
09032018,7,2126,0,0
09032018,8,2399,0,0
09032018,9,2695,0,0
09032018,10,2923,0,0
09032018,11,3009,0,0
09032018,12,2987,0,0
09032018,13,2865,0,0
09032018,14,2908,0,0
09032018,15,2901,0,0
09032018,16,2885,0,0
09032018,17,2816,0,0
09032018,18,2749,0,0
09032018,19,2774,0,0
09032018,20,2582,0,0
09032018,21,2512,0,0
09032018,22,2393,0,0
09032018,23,2264,0,0
10032018,0,2117,0,0
10032018,1,1949,0,0
10032018,2,1837,0,0
10032018,3,1768,0,0
10032018,4,1744,0,0
10032018,5,1823,0,0
10032018,6,1912,0,0
10032018,7,2021,0,0
10032018,8,2222,0,0
10032018,9,2496,0,0
10032018,10,2729,0,0
10032018,11,2843,0,0
10032018,12,2829,0,0
10032018,13,2747,0,0
10032018,14,2767,0,0
10032018,15,2763,0,0
10032018,16,2704,0,0
10032018,17,2634,0,0
10032018,18,2618,0,0
10032018,19,2678,0,0
10032018,20,2592,0,0
10032018,21,2466,0,0
10032018,22,2360,0,0
10032018,23,2287,0,0
11032018,0,2159,0,0
11032018,1,2018,0,0
11032018,2,1913,0,0
11032018,3,1853,0,0
11032018,4,1833,0,0
11032018,5,1852,0,0
11032018,6,1872,0,0
11032018,7,1891,0,0
11032018,8,1961,0,0
11032018,9,2073,0,0
11032018,10,2115,0,0
11032018,11,2284,0,0
11032018,12,2280,0,0
11032018,13,2247,0,0
11032018,14,2245,0,0
11032018,15,2249,0,0
11032018,16,2192,0,0
11032018,17,2047,0,0
11032018,18,2157,0,0
11032018,19,2313,0,0
11032018,20,2332,0,0
11032018,21,2278,0,0
11032018,22,2272,0,0
11032018,23,2256,0,0
12032018,0,2154,0,0
12032018,1,2009,0,0
12032018,2,1892,0,0
12032018,3,1820,0,0
12032018,4,1786,0,0
12032018,5,1876,0,0
12032018,6,2021,0,0
12032018,7,2167,0,0
12032018,8,2430,0,0
12032018,9,2752,0,0
12032018,10,2984,0,0
12032018,11,3070,0,0
12032018,12,3093,0,0
12032018,13,3015,0,0
12032018,14,3044,0,0
12032018,15,3030,0,0
12032018,16,3023,0,0
12032018,17,2947,0,0
12032018,18,2819,0,0
12032018,19,2869,0,0
12032018,20,2718,0,0
12032018,21,2548,0,0
12032018,22,2463,0,0
12032018,23,2383,0,0
13032018,0,2251,0,0
13032018,1,2094,0,0
13032018,2,1950,0,0
13032018,3,1845,0,0
13032018,4,1829,0,0
13032018,5,1907,0,0
13032018,6,2063,0,0
13032018,7,2207,0,0
13032018,8,2476,0,0
13032018,9,2783,0,0
13032018,10,3011,0,0
13032018,11,3070,0,0
13032018,12,3080,0,0
13032018,13,2972,0,0
13032018,14,2985,0,0
13032018,15,2985,0,0
13032018,16,2949,0,0
13032018,17,2867,0,0
13032018,18,2775,0,0
13032018,19,2758,0,0
13032018,20,2629,0,0
13032018,21,2448,0,0
13032018,22,2389,0,0
13032018,23,2344,0,0
14032018,0,2213,0,0
14032018,1,2072,0,0
14032018,2,1934,0,0
14032018,3,1866,0,0
14032018,4,1846,0,0
14032018,5,1924,0,0
14032018,6,2037,0,0
14032018,7,2235,0,0
14032018,8,2438,0,0
14032018,9,2791,0,0
14032018,10,3004,0,0
14032018,11,3094,0,0
14032018,12,3048,0,0
14032018,13,2935,0,0
14032018,14,2950,0,0
14032018,15,2978,0,0
14032018,16,2962,0,0
14032018,17,2927,0,0
14032018,18,2855,0,0
14032018,19,2821,0,0
14032018,20,2726,0,0
14032018,21,2555,0,0
14032018,22,2492,0,0
14032018,23,2452,0,0
15032018,0,2290,0,0
15032018,1,2132,0,0
15032018,2,1988,0,0
15032018,3,1983,0,0
15032018,4,1868,0,0
15032018,5,1945,0,0
15032018,6,2103,0,0
15032018,7,2245,0,0
15032018,8,2515,0,0
15032018,9,2822,0,0
15032018,10,3078,0,0
15032018,11,3090,0,0
15032018,12,2951,0,0
15032018,13,2976,0,0
15032018,14,2942,0,0
15032018,15,2908,0,0
15032018,16,2877,0,0
15032018,17,2798,0,0
15032018,18,2828,0,0
15032018,19,2676,0,0
15032018,20,2603,0,0
15032018,21,2546,0,0
15032018,22,2474,0,0
15032018,23,2378,0,0
16032018,0,2203,0,0
16032018,1,2017,0,0
16032018,2,1900,0,0
16032018,3,1833,0,0
16032018,4,1824,0,0
16032018,5,1898,0,0
16032018,6,2023,0,0
16032018,7,2177,0,0
16032018,8,2434,0,0
16032018,9,2777,0,0
16032018,10,2984,0,0
16032018,11,3054,0,0
16032018,12,3034,0,0
16032018,13,2868,0,0
16032018,14,2905,0,0
16032018,15,2945,0,0
16032018,16,2949,0,0
16032018,17,2876,0,0
16032018,18,2799,0,0
16032018,19,2810,0,0
16032018,20,2724,0,0
16032018,21,2536,0,0
16032018,22,2465,0,0
16032018,23,2343,0,0
17032018,0,2211,0,0
17032018,1,2029,0,0
17032018,2,1925,0,0
17032018,3,1854,0,0
17032018,4,1828,0,0
17032018,5,1908,0,0
17032018,6,1977,0,0
17032018,7,2084,0,0
17032018,8,2308,0,0
17032018,9,2595,0,0
17032018,10,2852,0,0
17032018,11,2934,0,0
17032018,12,2894,0,0
17032018,13,2792,0,0
17032018,14,2835,0,0
17032018,15,2831,0,0
17032018,16,2788,0,0
17032018,17,2717,0,0
17032018,18,2665,0,0
17032018,19,2717,0,0
17032018,20,2639,0,0
17032018,21,2534,0,0
17032018,22,2450,0,0
17032018,23,2412,0,0
18032018,0,2312,0,0
18032018,1,2147,0,0
18032018,2,2002,0,0
18032018,3,1917,0,0
18032018,4,1890,0,0
18032018,5,1937,0,0
18032018,6,1972,0,0
18032018,7,2008,0,0
18032018,8,2107,0,0
18032018,9,2211,0,0
18032018,10,2278,0,0
18032018,11,2294,0,0
18032018,12,2275,0,0
18032018,13,2216,0,0
18032018,14,2186,0,0
18032018,15,2161,0,0
18032018,16,2117,0,0
18032018,17,2081,0,0
18032018,18,2161,0,0
18032018,19,2308,0,0
18032018,20,2330,0,0
18032018,21,2322,0,0
18032018,22,2324,0,0
18032018,23,2338,0,0
19032018,0,2207,0,0
19032018,1,2024,0,0
19032018,2,1898,0,0
19032018,3,1816,0,0
19032018,4,1793,0,0
19032018,5,1903,0,0
19032018,6,2047,0,0
19032018,7,2216,0,0
19032018,8,2519,0,0
19032018,9,2852,0,0
19032018,10,3069,0,0
19032018,11,3137,0,0
19032018,12,3100,0,0
19032018,13,2983,0,0
19032018,14,3005,0,0
19032018,15,3022,0,0
19032018,16,2993,0,0
19032018,17,2904,0,0
19032018,18,2792,0,0
19032018,19,2814,0,0
19032018,20,2710,0,0
19032018,21,2495,0,0
19032018,22,2457,0,0
19032018,23,2390,0,0
20032018,0,2250,0,0
20032018,1,2060,0,0
20032018,2,1935,0,0
20032018,3,1845,0,0
20032018,4,1822,0,0
20032018,5,1909,0,0
20032018,6,2066,0,0
20032018,7,2214,0,0
20032018,8,2473,0,0
20032018,9,2795,0,0
20032018,10,3016,0,0
20032018,11,3104,0,0
20032018,12,3073,0,0
20032018,13,2996,0,0
20032018,14,3054,0,0
20032018,15,3067,0,0
20032018,16,3051,0,0
20032018,17,2974,0,0
20032018,18,2866,0,0
20032018,19,2875,0,0
20032018,20,2756,0,0
20032018,21,2597,0,0
20032018,22,2518,0,0
20032018,23,2450,0,0
21032018,0,2264,0,0
21032018,1,2071,0,0
21032018,2,1958,0,0
21032018,3,1880,0,0
21032018,4,1853,0,0
21032018,5,1949,0,0
21032018,6,2094,0,0
21032018,7,2226,0,0
21032018,8,2524,0,0
21032018,9,2858,0,0
21032018,10,3060,0,0
21032018,11,3139,0,0
21032018,12,3094,0,0
21032018,13,2978,0,0
21032018,14,3014,0,0
21032018,15,2991,0,0
21032018,16,2935,0,0
21032018,17,2849,0,0
21032018,18,2748,0,0
21032018,19,2783,0,0
21032018,20,2671,0,0
21032018,21,2541,0,0
21032018,22,2456,0,0
21032018,23,2393,0,0
23032018,0,2114,0,0
23032018,1,1945,0,0
23032018,2,1831,0,0
23032018,3,1751,0,0
23032018,4,1738,0,0
23032018,5,1846,0,0
23032018,6,1997,0,0
23032018,7,2166,0,0
23032018,8,2457,0,0
23032018,9,2769,0,0
23032018,10,2968,0,0
23032018,11,3023,0,0
23032018,12,2983,0,0
23032018,13,2832,0,0
23032018,14,2878,0,0
23032018,15,2904,0,0
23032018,16,2897,0,0
23032018,17,2827,0,0
23032018,18,2747,0,0
23032018,19,2790,0,0
23032018,20,2674,0,0
23032018,21,2510,0,0
23032018,22,2439,0,0
23032018,23,2292,0,0
24032018,0,2167,0,0
24032018,1,1997,0,0
24032018,2,1858,0,0
24032018,3,1791,0,0
24032018,4,1772,0,0
24032018,5,1842,0,0
24032018,6,1918,0,0
24032018,7,2017,0,0
24032018,8,2230,0,0
24032018,9,2529,0,0
24032018,10,2753,0,0
24032018,11,2820,0,0
24032018,12,2807,0,0
24032018,13,2700,0,0
24032018,14,2724,0,0
24032018,15,2737,0,0
24032018,16,2724,0,0
24032018,17,2678,0,0
24032018,18,2652,0,0
24032018,19,2713,0,0
24032018,20,2633,0,0
24032018,21,2527,0,0
24032018,22,2440,0,0
24032018,23,2387,0,0
25032018,0,2262,0,0
25032018,1,2090,0,0
25032018,2,1959,0,0
25032018,3,1861,0,0
25032018,4,1820,0,0
25032018,5,1858,0,0
25032018,6,1892,0,0
25032018,7,1940,0,0
25032018,8,2048,0,0
25032018,9,2195,0,0
25032018,10,2293,0,0
25032018,11,2322,0,0
25032018,12,2314,0,0
25032018,13,2291,0,0
25032018,14,2346,0,0
25032018,15,2337,0,0
25032018,16,2273,0,0
25032018,17,2218,0,0
25032018,18,2238,0,0
25032018,19,2387,0,0
25032018,20,2420,0,0
25032018,21,2406,0,0
25032018,22,2430,0,0
25032018,23,2469,0,0
26032018,0,2354,0,0
26032018,1,2151,0,0
26032018,2,2010,0,0
26032018,3,1916,0,0
26032018,4,1887,0,0
26032018,5,1979,0,0
26032018,6,2077,0,0
26032018,7,2216,0,0
26032018,8,2529,0,0
26032018,9,2888,0,0
26032018,10,3107,0,0
26032018,11,3230,0,0
26032018,12,3211,0,0
26032018,13,3106,0,0
26032018,14,3169,0,0
26032018,15,3199,0,0
26032018,16,3168,0,0
26032018,17,3068,0,0
26032018,18,2951,0,0
26032018,19,2951,0,0
26032018,20,2861,0,0
26032018,21,2835,0,0
26032018,22,2848,0,0
26032018,23,2845,0,0
27032018,0,2655,0,0
27032018,1,2428,0,0
27032018,2,2251,0,0
27032018,3,2148,0,0
27032018,4,2102,0,0
27032018,5,2148,0,0
27032018,6,2236,0,0
27032018,7,2369,0,0
27032018,8,2669,0,0
27032018,9,3027,0,0
27032018,10,3270,0,0
27032018,11,3397,0,0
27032018,12,3360,0,0
27032018,13,3261,0,0
27032018,14,3326,0,0
27032018,15,3343,0,0
27032018,16,3294,0,0
27032018,17,3191,0,0
27032018,18,3061,0,0
27032018,19,3062,0,0
27032018,20,2927,0,0
27032018,21,2825,0,0
27032018,22,2801,0,0
27032018,23,2766,0,0
28032018,0,2587,0,0
28032018,1,2347,0,0
28032018,2,2199,0,0
28032018,3,2099,0,0
28032018,4,2062,0,0
28032018,5,2114,0,0
28032018,6,2199,0,0
28032018,7,2329,0,0
28032018,8,2639,0,0
28032018,9,2981,0,0
28032018,10,3218,0,0
28032018,11,3323,0,0
28032018,12,3299,0,0
28032018,13,3191,0,0
28032018,14,3259,0,0
28032018,15,3275,0,0
28032018,16,3243,0,0
28032018,17,3151,0,0
28032018,18,3026,0,0
28032018,19,3007,0,0
28032018,20,2883,0,0
28032018,21,2735,0,0
28032018,22,2671,0,0
28032018,23,2652,0,0
29032018,0,2501,0,0
29032018,1,2295,0,0
29032018,2,2119,0,0
29032018,3,2011,0,0
29032018,4,1964,0,0
29032018,5,2025,0,0
29032018,6,2069,0,0
29032018,7,2181,0,0
29032018,8,2460,0,0
29032018,9,2782,0,0
29032018,10,3020,0,0
29032018,11,3107,0,0
29032018,12,3104,0,0
29032018,13,2982,0,0
29032018,14,3030,0,0
29032018,15,3063,0,0
29032018,16,3036,0,0
29032018,17,2971,0,0
29032018,18,2903,0,0
29032018,19,2914,0,0
29032018,20,2767,0,0
29032018,21,2652,0,0
29032018,22,2599,0,0
29032018,23,2593,0,0
30032018,0,2438,0,0
30032018,1,2243,0,0
30032018,2,2084,0,0
30032018,3,1971,0,0
30032018,4,1947,0,0
30032018,5,2000,0,0
30032018,6,2034,0,0
30032018,7,2129,0,0
30032018,8,2342,0,0
30032018,9,2632,0,0
30032018,10,2875,0,0
30032018,11,3016,0,0
30032018,12,3010,0,0
30032018,13,2847,0,0
30032018,14,2876,0,0
30032018,15,2912,0,0
30032018,16,2904,0,0
30032018,17,2850,0,0
30032018,18,2796,0,0
30032018,19,2824,0,0
30032018,20,2698,0,0
30032018,21,2644,0,0
30032018,22,2545,0,0
30032018,23,2524,0,0
31032018,0,2428,0,0
31032018,1,2232,0,0
31032018,2,2083,0,0
31032018,3,1982,0,0
31032018,4,1954,0,0
31032018,5,2008,0,0
31032018,6,2064,0,0
31032018,7,2148,0,0
31032018,8,2361,0,0
31032018,9,2674,0,0
31032018,10,2932,0,0
31032018,11,3032,0,0
31032018,12,2991,0,0
31032018,13,2878,0,0
31032018,14,2919,0,0
31032018,15,2942,0,0
31032018,16,2896,0,0
31032018,17,2821,0,0
31032018,18,2788,0,0
31032018,19,2831,0,0
31032018,20,2743,0,0
31032018,21,2616,0,0
31032018,22,2534,0,0
31032018,23,2503,0,0
01042018,0,2365,0,0
01042018,1,2187,0,0
01042018,2,2044,0,0
01042018,3,1956,0,0
01042018,4,1923,0,0
01042018,5,1952,0,0
01042018,6,1955,0,0
01042018,7,1951,0,0
01042018,8,2036,0,0
01042018,9,2175,0,0
01042018,10,2260,0,0
01042018,11,2310,0,0
01042018,12,2332,0,0
01042018,13,2312,0,0
01042018,14,2302,0,0
01042018,15,2293,0,0
01042018,16,2252,0,0
01042018,17,2208,0,0
01042018,18,2223,0,0
01042018,19,2372,0,0
01042018,20,2371,0,0
01042018,21,2373,0,0
01042018,22,2396,0,0
01042018,23,2452,0,0
02042018,0,2341,0,0
02042018,1,2162,0,0
02042018,2,2023,0,0
02042018,3,1933,0,0
02042018,4,1896,0,0
02042018,5,1985,0,0
02042018,6,2077,0,0
02042018,7,2205,0,0
02042018,8,2506,0,0
02042018,9,2843,0,0
02042018,10,3112,0,0
02042018,11,3208,0,0
02042018,12,3169,0,0
02042018,13,3072,0,0
02042018,14,3127,0,0
02042018,15,3133,0,0
02042018,16,3078,0,0
02042018,17,2962,0,0
02042018,18,2828,0,0
02042018,19,2839,0,0
02042018,20,2716,0,0
02042018,21,2578,0,0
02042018,22,2532,0,0
02042018,23,2534,0,0
03042018,0,2368,0,0
03042018,1,2171,0,0
03042018,2,2037,0,0
03042018,3,1958,0,0
03042018,4,1933,0,0
03042018,5,2006,0,0
03042018,6,2096,0,0
03042018,7,2229,0,0
03042018,8,2520,0,0
03042018,9,2863,0,0
03042018,10,3075,0,0
03042018,11,3155,0,0
03042018,12,3132,0,0
03042018,13,3022,0,0
03042018,14,3081,0,0
03042018,15,3119,0,0
03042018,16,3099,0,0
03042018,17,3024,0,0
03042018,18,2923,0,0
03042018,19,2928,0,0
03042018,20,2804,0,0
03042018,21,2671,0,0
03042018,22,2619,0,0
03042018,23,2593,0,0
04042018,0,2428,0,0
04042018,1,2216,0,0
04042018,2,2074,0,0
04042018,3,1984,0,0
04042018,4,1951,0,0
04042018,5,2028,0,0
04042018,6,2127,0,0
04042018,7,2260,0,0
04042018,8,2564,0,0
04042018,9,2918,0,0
04042018,10,3164,0,0
04042018,11,3265,0,0
04042018,12,3248,0,0
04042018,13,3155,0,0
04042018,14,3216,0,0
04042018,15,3227,0,0
04042018,16,3181,0,0
04042018,17,3066,0,0
04042018,18,2943,0,0
04042018,19,2937,0,0
04042018,20,2814,0,0
04042018,21,2708,0,0
04042018,22,2685,0,0
04042018,23,2635,0,0
05042018,0,2511,0,0
05042018,1,2276,0,0
05042018,2,2121,0,0
05042018,3,2022,0,0
05042018,4,1994,0,0
05042018,5,2063,0,0
05042018,6,2167,0,0
05042018,7,2300,0,0
05042018,8,2602,0,0
05042018,9,2970,0,0
05042018,10,3210,0,0
05042018,11,3301,0,0
05042018,12,3270,0,0
05042018,13,3164,0,0
05042018,14,3220,0,0
05042018,15,3244,0,0
05042018,16,3191,0,0
05042018,17,3073,0,0
05042018,18,2939,0,0
05042018,19,2921,0,0
05042018,20,2803,0,0
05042018,21,2690,0,0
05042018,22,2672,0,0
05042018,23,2665,0,0
06042018,0,2499,0,0
06042018,1,2283,0,0
06042018,2,2131,0,0
06042018,3,2032,0,0
06042018,4,2006,0,0
06042018,5,2066,0,0
06042018,6,2159,0,0
06042018,7,2292,0,0
06042018,8,2593,0,0
06042018,9,2927,0,0
06042018,10,3188,0,0
06042018,11,3287,0,0
06042018,12,3251,0,0
06042018,13,3129,0,0
06042018,14,3180,0,0
06042018,15,3206,0,0
06042018,16,3169,0,0
06042018,17,3064,0,0
06042018,18,2945,0,0
06042018,19,2951,0,0
06042018,20,2841,0,0
06042018,21,2718,0,0
06042018,22,2677,0,0
06042018,23,2673,0,0
07042018,0,2530,0,0
07042018,1,2329,0,0
07042018,2,2167,0,0
07042018,3,2064,0,0
07042018,4,2019,0,0
07042018,5,2079,0,0
07042018,6,2110,0,0
07042018,7,2197,0,0
07042018,8,2422,0,0
07042018,9,2753,0,0
07042018,10,3016,0,0
07042018,11,3122,0,0
07042018,12,3113,0,0
07042018,13,3030,0,0
07042018,14,3080,0,0
07042018,15,3070,0,0
07042018,16,3003,0,0
07042018,17,2885,0,0
07042018,18,2784,0,0
07042018,19,2814,0,0
07042018,20,2787,0,0
07042018,21,2667,0,0
07042018,22,2624,0,0
07042018,23,2630,0,0
08042018,0,2528,0,0
08042018,1,2316,0,0
08042018,2,2166,0,0
08042018,3,2062,0,0
08042018,4,2008,0,0
08042018,5,2038,0,0
08042018,6,2007,0,0
08042018,7,2009,0,0
08042018,8,2105,0,0
08042018,9,2231,0,0
08042018,10,2339,0,0
08042018,11,2400,0,0
08042018,12,2407,0,0
08042018,13,2383,0,0
08042018,14,2392,0,0
08042018,15,2367,0,0
